from,to,mode,base_time_sec,max_speed_kph,district,cost,co2_per_km
JD00,JC14,CAR,89,78,DSTRCT3,2.90,0.20
JC50,BA45,BUS,149,23,DSTRCT5,0.76,0.08
JC94,BA55,CAR,139,52,DSTRCT8,3.02,0.20
JD66,BB24,CAR,176,43,DSTRCT6,3.16,0.20
BA75,BB20,BUS,227,25,DSTRCT8,1.26,0.08
JD74,TC98,BUS,449,21,DSTRCT2,2.10,0.08
BA13,JD30,BUS,328,37,DSTRCT9,2.70,0.08
BB42,JC11,CAR,165,49,DSTRCT9,3.37,0.20
BA03,TC92,CAR,159,51,DSTRCT0,3.39,0.20
JD96,BA46,BUS,594,26,DSTRCT2,3.43,0.08
BB60,JC94,BUS,232,22,DSTRCT1,1.13,0.08
BA26,TC55,BUS,55,28,DSTRCT1,0.34,0.08
BB63,BB39,BUS,129,21,DSTRCT5,0.60,0.08
BA53,JC39,CAR,31,44,DSTRCT8,0.57,0.20
BB34,TC70,BUS,206,29,DSTRCT1,1.33,0.08
BA99,JC35,BUS,118,38,DSTRCT1,1.00,0.08
BB27,BA63,BUS,217,27,DSTRCT2,1.30,0.08
BA54,JD08,BUS,228,31,DSTRCT0,1.58,0.08
JD62,TC87,CAR,233,40,DSTRCT0,3.90,0.20
JC60,BB66,CAR,149,41,DSTRCT8,2.55,0.20
BA37,JD54,CAR,186,65,DSTRCT6,5.06,0.20
BA33,JD27,CAR,196,51,DSTRCT9,4.17,0.20
JD92,JD33,BUS,185,36,DSTRCT4,1.48,0.08
BB39,BB12,BUS,78,39,DSTRCT9,0.68,0.08
JC39,BA01,CAR,173,41,DSTRCT0,2.97,0.20
JC97,TC67,BUS,281,29,DSTRCT7,1.82,0.08
JC64,BB18,BUS,251,22,DSTRCT7,1.23,0.08
BB96,JD88,CAR,40,49,DSTRCT5,0.83,0.20
TC08,JC10,CAR,108,46,DSTRCT0,2.09,0.20
TC46,BA52,CAR,48,57,DSTRCT0,1.16,0.20
JD96,BA72,BUS,512,25,DSTRCT1,2.85,0.08
JC49,BB16,CAR,66,76,DSTRCT3,2.12,0.20
TC21,JC96,CAR,172,77,DSTRCT7,5.53,0.20
TC20,JD75,BUS,761,23,DSTRCT8,3.89,0.08
BA73,BB98,CAR,221,46,DSTRCT9,4.25,0.20
BA65,JD14,CAR,90,76,DSTRCT7,2.86,0.20
BB63,BA62,BUS,218,37,DSTRCT0,1.79,0.08
TC39,JD06,CAR,130,66,DSTRCT5,3.60,0.20
JD01,JD48,CAR,115,46,DSTRCT3,2.22,0.20
BB96,TC96,CAR,200,45,DSTRCT8,3.76,0.20
TC05,BA87,BUS,297,38,DSTRCT6,2.51,0.08
TC21,BB09,CAR,168,47,DSTRCT0,3.29,0.20
JD51,TC15,BUS,573,27,DSTRCT8,3.44,0.08
TC69,TC49,BUS,113,20,DSTRCT3,0.50,0.08
JD56,JD16,BUS,141,32,DSTRCT1,1.01,0.08
BB61,TC30,CAR,195,62,DSTRCT4,5.05,0.20
JC68,JC88,CAR,30,73,DSTRCT3,0.94,0.20
TC51,JD91,CAR,209,76,DSTRCT5,6.63,0.20
JC43,TC78,CAR,12,70,DSTRCT2,0.35,0.20
JD70,BB02,CAR,187,56,DSTRCT5,4.38,0.20
BB42,BA06,BUS,387,29,DSTRCT0,2.50,0.08
JD39,BA52,BUS,285,33,DSTRCT0,2.09,0.08
BA68,TC95,CAR,21,65,DSTRCT4,0.57,0.20
BB72,BB10,BUS,292,24,DSTRCT2,1.56,0.08
BB24,JC88,BUS,190,35,DSTRCT6,1.48,0.08
TC66,TC85,CAR,31,69,DSTRCT9,0.90,0.20
JD71,TC80,CAR,167,65,DSTRCT5,4.53,0.20
BB10,TC47,CAR,125,47,DSTRCT2,2.46,0.20
JC34,BA41,CAR,30,69,DSTRCT1,0.88,0.20
JC46,JC01,BUS,154,33,DSTRCT8,1.13,0.08
JC23,BB25,CAR,125,47,DSTRCT2,2.45,0.20
JD38,BA10,CAR,330,40,DSTRCT9,5.51,0.20
TC07,TC94,BUS,468,21,DSTRCT3,2.19,0.08
TC59,TC96,BUS,199,21,DSTRCT1,0.93,0.08
TC20,TC40,BUS,83,27,DSTRCT7,0.50,0.08
JC64,BA39,CAR,73,77,DSTRCT0,2.36,0.20
BA44,JD65,BUS,404,31,DSTRCT1,2.78,0.08
JC64,JD17,CAR,92,61,DSTRCT2,2.36,0.20
JD26,BA12,BUS,455,26,DSTRCT5,2.63,0.08
JC41,JD08,CAR,110,54,DSTRCT7,2.49,0.20
BA46,JC40,BUS,79,28,DSTRCT8,0.49,0.08
TC49,TC02,CAR,74,71,DSTRCT4,2.22,0.20
JD16,BB50,BUS,37,33,DSTRCT7,0.27,0.08
JD92,BA50,CAR,286,51,DSTRCT9,6.10,0.20
JD05,BB37,BUS,29,36,DSTRCT6,0.23,0.08
JD13,JD50,CAR,56,74,DSTRCT0,1.74,0.20
JD87,BA30,CAR,269,60,DSTRCT8,6.74,0.20
TC50,JD00,CAR,95,76,DSTRCT6,3.02,0.20
JC68,JD50,CAR,156,43,DSTRCT4,2.80,0.20
BA29,JD95,BUS,475,36,DSTRCT3,3.80,0.08
BB06,TC36,CAR,114,56,DSTRCT9,2.67,0.20
JD67,BB81,CAR,22,61,DSTRCT6,0.57,0.20
TC34,BB30,BUS,221,39,DSTRCT3,1.92,0.08
JC63,TC92,CAR,21,69,DSTRCT1,0.63,0.20
BA70,TC98,CAR,26,56,DSTRCT6,0.61,0.20
TC61,JD57,BUS,366,31,DSTRCT0,2.53,0.08
BB72,JC06,BUS,347,33,DSTRCT5,2.55,0.08
JD54,JD11,BUS,173,28,DSTRCT4,1.08,0.08
JC64,BA39,BUS,182,31,DSTRCT8,1.26,0.08
JD28,BB59,BUS,35,27,DSTRCT8,0.21,0.08
JC36,BA74,CAR,33,49,DSTRCT1,0.68,0.20
BB18,BA37,CAR,105,63,DSTRCT3,2.77,0.20
BB56,BA98,BUS,238,24,DSTRCT7,1.27,0.08
JC01,BB34,CAR,133,62,DSTRCT3,3.45,0.20
TC65,JC16,BUS,37,21,DSTRCT7,0.18,0.08
BA18,BB78,CAR,179,76,DSTRCT5,5.69,0.20
BB04,JD76,BUS,522,21,DSTRCT1,2.44,0.08
JD49,BB26,CAR,97,56,DSTRCT1,2.27,0.20
JC14,BA11,BUS,82,39,DSTRCT8,0.71,0.08
BA60,BB81,CAR,140,70,DSTRCT5,4.09,0.20
BA45,TC24,CAR,66,67,DSTRCT1,1.85,0.20
BA50,TC24,CAR,72,69,DSTRCT8,2.08,0.20
BB11,JD08,CAR,39,65,DSTRCT9,1.06,0.20
BB94,JD24,CAR,66,78,DSTRCT6,2.15,0.20
JC32,BA31,BUS,99,30,DSTRCT2,0.66,0.08
JC21,BA91,BUS,206,25,DSTRCT6,1.15,0.08
BB71,JD59,CAR,28,56,DSTRCT0,0.66,0.20
JD47,TC94,CAR,146,51,DSTRCT8,3.12,0.20
JC55,TC28,BUS,356,22,DSTRCT6,1.74,0.08
JD00,TC39,BUS,386,21,DSTRCT5,1.81,0.08
JD51,JC99,CAR,131,43,DSTRCT2,2.36,0.20
JC34,BA68,BUS,56,22,DSTRCT0,0.27,0.08
JD57,TC54,BUS,389,31,DSTRCT8,2.68,0.08
JC77,TC88,CAR,57,62,DSTRCT2,1.48,0.20
BB88,JD46,CAR,51,40,DSTRCT9,0.86,0.20
JD22,TC01,CAR,210,66,DSTRCT6,5.80,0.20
BB78,BB49,BUS,131,25,DSTRCT7,0.73,0.08
BA78,JD54,BUS,304,28,DSTRCT3,1.89,0.08
TC89,BB38,BUS,132,39,DSTRCT7,1.15,0.08
BA18,BA44,BUS,147,20,DSTRCT1,0.65,0.08
BB33,BA93,BUS,274,21,DSTRCT5,1.28,0.08
JC07,BB52,BUS,361,26,DSTRCT4,2.09,0.08
TC78,BB41,CAR,100,59,DSTRCT7,2.46,0.20
JC99,TC38,BUS,324,36,DSTRCT8,2.60,0.08
TC59,BA18,CAR,43,64,DSTRCT0,1.16,0.20
TC00,BA23,BUS,122,38,DSTRCT5,1.04,0.08
JD60,JC09,BUS,353,36,DSTRCT7,2.83,0.08
BA23,JC51,CAR,78,76,DSTRCT8,2.50,0.20
BA06,TC82,CAR,101,66,DSTRCT7,2.78,0.20
BA17,BB21,BUS,237,35,DSTRCT3,1.85,0.08
JC23,BA35,BUS,51,31,DSTRCT8,0.35,0.08
BB75,TC40,CAR,176,71,DSTRCT1,5.23,0.20
JD44,TC45,BUS,448,26,DSTRCT0,2.59,0.08
TC70,BB48,BUS,201,35,DSTRCT9,1.56,0.08
BA60,JD87,BUS,385,34,DSTRCT9,2.92,0.08
BB41,TC39,CAR,158,58,DSTRCT3,3.84,0.20
BB98,TC54,CAR,184,73,DSTRCT0,5.62,0.20
BB86,JD17,BUS,229,22,DSTRCT5,1.12,0.08
TC83,JD88,CAR,168,73,DSTRCT3,5.11,0.20
BA20,JD03,CAR,131,69,DSTRCT2,3.78,0.20
JD60,BA11,CAR,284,54,DSTRCT9,6.39,0.20
TC14,JC47,CAR,173,49,DSTRCT7,3.55,0.20
JD52,TC50,CAR,239,50,DSTRCT9,4.99,0.20
JD45,BB50,CAR,30,77,DSTRCT8,0.97,0.20
JC27,JD13,BUS,257,27,DSTRCT0,1.55,0.08
BA55,BB19,BUS,154,38,DSTRCT7,1.30,0.08
BA27,JD51,BUS,337,38,DSTRCT2,2.85,0.08
JC22,BA16,CAR,45,77,DSTRCT3,1.47,0.20
BB65,BB50,BUS,73,23,DSTRCT6,0.38,0.08
BB07,JC52,BUS,274,20,DSTRCT8,1.22,0.08
BB51,BA34,CAR,138,68,DSTRCT3,3.94,0.20
BA61,BB25,BUS,266,22,DSTRCT9,1.30,0.08
BA67,TC99,BUS,83,22,DSTRCT0,0.41,0.08
BB89,BB52,BUS,110,38,DSTRCT6,0.93,0.08
BB83,TC90,CAR,208,40,DSTRCT5,3.48,0.20
BB82,JC95,BUS,136,38,DSTRCT6,1.15,0.08
BA78,BA15,CAR,103,69,DSTRCT1,2.97,0.20
TC56,JD40,CAR,196,52,DSTRCT8,4.25,0.20
BA77,BB73,CAR,153,50,DSTRCT4,3.20,0.20
JC18,JD37,BUS,301,32,DSTRCT7,2.14,0.08
JD28,JD61,BUS,138,27,DSTRCT8,0.83,0.08
TC31,JD29,CAR,196,59,DSTRCT6,4.82,0.20
JD60,BA41,CAR,268,46,DSTRCT4,5.14,0.20
BB40,JC39,BUS,252,23,DSTRCT8,1.29,0.08
JD47,BA26,CAR,189,66,DSTRCT1,5.22,0.20
JC24,JC71,CAR,70,75,DSTRCT5,2.22,0.20
BA05,BA97,CAR,221,47,DSTRCT3,4.34,0.20
TC94,BA91,CAR,33,55,DSTRCT8,0.77,0.20
BA77,BA35,CAR,62,76,DSTRCT0,1.98,0.20
BA90,JC20,BUS,135,38,DSTRCT3,1.15,0.08
JC74,BB77,BUS,258,23,DSTRCT7,1.32,0.08
BA88,JD57,BUS,333,24,DSTRCT2,1.78,0.08
BA50,BB86,BUS,340,33,DSTRCT6,2.50,0.08
BB25,JD11,BUS,59,23,DSTRCT4,0.31,0.08
JC91,TC88,CAR,69,74,DSTRCT2,2.13,0.20
TC05,BA48,CAR,135,51,DSTRCT5,2.87,0.20
TC66,TC32,CAR,49,77,DSTRCT8,1.60,0.20
BB92,BB55,BUS,149,28,DSTRCT6,0.93,0.08
JD47,JC70,BUS,321,20,DSTRCT0,1.43,0.08
BA98,JD61,BUS,330,23,DSTRCT9,1.69,0.08
BA06,BB71,BUS,525,27,DSTRCT5,3.15,0.08
JC94,TC19,BUS,510,26,DSTRCT2,2.95,0.08
BB53,JD82,BUS,291,21,DSTRCT7,1.36,0.08
JC94,JD38,CAR,111,51,DSTRCT6,2.37,0.20
BA31,JC76,CAR,168,47,DSTRCT7,3.30,0.20
JD97,BB13,CAR,216,57,DSTRCT2,5.13,0.20
JC08,TC77,CAR,58,52,DSTRCT7,1.26,0.20
BA35,JC32,CAR,59,43,DSTRCT3,1.06,0.20
JD21,JC31,BUS,190,38,DSTRCT8,1.61,0.08
TC56,TC20,CAR,63,64,DSTRCT1,1.70,0.20
BB21,JD69,CAR,131,63,DSTRCT1,3.44,0.20
BB45,JC72,CAR,102,49,DSTRCT2,2.09,0.20
TC83,JC71,BUS,171,20,DSTRCT4,0.76,0.08
JD63,BA86,BUS,307,28,DSTRCT9,1.91,0.08
BA33,JC89,BUS,247,37,DSTRCT5,2.04,0.08
TC72,JD35,BUS,414,20,DSTRCT9,1.84,0.08
JD05,BA59,CAR,112,60,DSTRCT4,2.80,0.20
BA11,BA34,CAR,35,74,DSTRCT3,1.08,0.20
JC38,TC39,CAR,67,69,DSTRCT0,1.95,0.20
BA31,TC02,CAR,90,59,DSTRCT7,2.22,0.20
BB56,TC30,BUS,527,22,DSTRCT7,2.58,0.08
BB65,BB21,CAR,72,69,DSTRCT5,2.07,0.20
BB24,BA36,CAR,102,69,DSTRCT2,2.96,0.20
JC94,BB81,BUS,148,35,DSTRCT4,1.15,0.08
BA91,JC42,BUS,80,35,DSTRCT7,0.63,0.08
JC65,JD14,CAR,108,52,DSTRCT0,2.36,0.20
BA89,TC66,BUS,233,20,DSTRCT1,1.04,0.08
TC81,TC74,CAR,12,62,DSTRCT6,0.33,0.20
BB85,JC79,CAR,145,42,DSTRCT2,2.55,0.20
BA67,BB80,BUS,267,34,DSTRCT1,2.02,0.08
JC09,TC73,BUS,82,30,DSTRCT3,0.55,0.08
BA66,BB96,BUS,484,22,DSTRCT8,2.37,0.08
TC61,BB12,CAR,68,76,DSTRCT5,2.18,0.20
JD55,JC21,BUS,442,25,DSTRCT1,2.46,0.08
BA76,JD19,CAR,135,49,DSTRCT6,2.76,0.20
BA75,JC60,CAR,22,58,DSTRCT6,0.53,0.20
JC22,TC04,BUS,309,22,DSTRCT2,1.52,0.08
BB84,JD36,CAR,34,78,DSTRCT7,1.13,0.20
JC42,TC52,BUS,104,35,DSTRCT0,0.81,0.08
TC16,JC19,BUS,134,38,DSTRCT1,1.14,0.08
BB22,JC10,BUS,297,22,DSTRCT5,1.45,0.08
TC27,JD04,CAR,164,58,DSTRCT3,3.98,0.20
BB97,BB19,CAR,120,73,DSTRCT2,3.68,0.20
TC58,JD89,BUS,482,31,DSTRCT0,3.33,0.08
JC51,JD06,CAR,93,61,DSTRCT1,2.37,0.20
BA48,TC83,BUS,71,30,DSTRCT9,0.48,0.08
JD62,BA07,BUS,420,38,DSTRCT3,3.55,0.08
BB53,TC24,BUS,458,26,DSTRCT4,2.65,0.08
JD14,JD59,BUS,159,32,DSTRCT2,1.13,0.08
TC66,BA59,CAR,31,46,DSTRCT6,0.61,0.20
BA53,JD47,BUS,294,34,DSTRCT0,2.22,0.08
JC23,BB73,CAR,176,56,DSTRCT0,4.11,0.20
BA44,BB73,CAR,245,43,DSTRCT1,4.40,0.20
JC26,BA72,CAR,34,72,DSTRCT5,1.04,0.20
JD24,TC88,BUS,166,38,DSTRCT4,1.40,0.08
BA40,JC57,CAR,76,62,DSTRCT1,1.99,0.20
TC66,JC78,BUS,170,36,DSTRCT3,1.36,0.08
JD19,BA65,CAR,120,59,DSTRCT6,2.96,0.20
BA20,BB90,BUS,524,28,DSTRCT1,3.27,0.08
TC41,BB72,CAR,288,42,DSTRCT6,5.05,0.20
JC43,BB45,CAR,117,50,DSTRCT4,2.45,0.20
BB33,TC99,BUS,229,21,DSTRCT8,1.07,0.08
TC93,TC23,CAR,152,52,DSTRCT6,3.30,0.20
JD15,TC96,CAR,107,52,DSTRCT9,2.33,0.20
BA05,TC72,BUS,153,37,DSTRCT8,1.26,0.08
JC82,BB67,BUS,138,37,DSTRCT2,1.14,0.08
BB58,JC39,BUS,181,39,DSTRCT3,1.57,0.08
JC81,BB82,CAR,79,73,DSTRCT5,2.42,0.20
BB10,JD53,CAR,109,70,DSTRCT9,3.20,0.20
JC17,BA72,CAR,47,73,DSTRCT4,1.45,0.20
BB58,JC87,BUS,193,26,DSTRCT2,1.12,0.08
JD53,TC91,BUS,390,21,DSTRCT2,1.82,0.08
JD36,TC05,CAR,272,55,DSTRCT7,6.24,0.20
BA37,BB10,BUS,259,24,DSTRCT7,1.38,0.08
BA53,BB55,CAR,181,45,DSTRCT5,3.40,0.20
JD40,JC66,CAR,96,65,DSTRCT8,2.61,0.20
JC14,BB64,CAR,205,48,DSTRCT8,4.11,0.20
